date,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,rainfall,industrial_emissions,traffic_density,vegetation_index,aqi,aqi_lag_1,aqi_lag_7,aqi_roll_7,day_of_week,month,is_holiday
2026-05-07,86.8,216.5,67.0,21.6,2.16,38.5,26.0,43.4,2.93,1.9,0.79,0.69,0.14,174,154.0,157.0,161.85714285714286,3,5,0
2026-05-08,93.1,202.4,64.6,22.3,2.11,32.6,25.1,51.3,2.74,0.0,0.82,0.63,0.13,158,174.0,162.0,164.28571428571428,4,5,0
2026-05-09,98.5,227.3,72.0,22.4,2.24,40.1,25.9,42.7,1.96,0.0,0.77,0.5,0.13,173,158.0,156.0,163.71428571428572,5,5,0
2026-05-10,69.5,166.7,47.2,16.2,1.65,29.8,27.1,39.3,2.11,0.0,0.51,0.5,0.13,128,173.0,134.0,166.14285714285714,6,5,0
2026-05-11,97.0,230.6,67.2,20.7,2.48,40.7,25.7,38.7,3.14,0.0,0.76,0.73,0.12,176,128.0,182.0,165.28571428571428,0,5,0
2026-05-12,86.0,206.3,63.3,20.2,2.29,40.5,25.4,49.6,2.34,0.0,0.73,0.66,0.12,163,176.0,188.0,164.42857142857142,1,5,0
2026-05-13,110.1,257.6,72.7,22.3,2.68,43.6,27.1,40.3,2.33,2.2,0.73,0.75,0.13,191,163.0,154.0,160.85714285714286,2,5,0
2026-05-14,109.6,236.2,72.3,21.6,2.46,38.2,27.1,55.6,2.02,0.0,0.75,0.68,0.13,189,191.0,174.0,166.14285714285714,3,5,0
2026-05-15,92.0,220.3,66.9,20.9,2.23,40.5,26.1,36.6,2.87,0.0,0.72,0.63,0.13,166,189.0,158.0,168.28571428571428,4,5,0
2026-05-16,81.0,193.6,52.5,18.2,1.98,28.4,26.2,55.6,3.88,0.0,0.74,0.53,0.12,142,166.0,173.0,169.42857142857142,5,5,0
2026-05-17,77.5,185.8,46.5,16.5,1.93,32.3,27.3,48.4,2.03,0.0,0.46,0.61,0.13,140,142.0,128.0,165.0,6,5,0
2026-05-18,88.7,217.6,64.9,20.1,2.2,41.9,24.9,47.0,2.71,0.0,0.76,0.7,0.12,169,140.0,176.0,166.71428571428572,0,5,0
2026-05-19,92.9,218.3,68.6,22.9,2.22,39.2,25.0,44.9,3.56,0.0,0.75,0.69,0.12,171,169.0,163.0,165.71428571428572,1,5,0
2026-05-20,102.9,250.7,67.0,21.1,2.47,36.9,26.1,49.8,2.7,0.0,0.71,0.72,0.13,186,171.0,191.0,166.85714285714286,2,5,0
2026-05-21,101.2,231.0,65.5,22.9,2.33,38.5,26.9,47.8,3.04,0.6,0.78,0.74,0.13,186,186.0,189.0,166.14285714285714,3,5,0
2026-05-22,100.5,231.2,72.2,23.4,2.44,44.4,27.8,53.7,2.16,0.0,0.79,0.77,0.13,184,186.0,166.0,165.71428571428572,4,5,0
2026-05-23,84.7,197.7,60.1,18.4,2.16,32.2,29.6,48.9,3.08,0.0,0.66,0.63,0.13,155,184.0,142.0,168.28571428571428,5,5,0
2026-05-24,63.0,159.3,42.2,15.0,1.39,23.2,28.7,49.3,2.73,0.0,0.49,0.57,0.13,115,155.0,140.0,170.14285714285714,6,5,0
2026-05-25,89.2,213.6,60.7,18.7,2.32,37.3,27.3,47.0,3.46,0.0,0.7,0.68,0.12,162,115.0,169.0,166.57142857142858,0,5,0
2026-05-26,85.3,201.4,60.2,21.2,2.3,36.8,27.5,48.7,3.61,0.0,0.69,0.72,0.13,161,162.0,171.0,165.57142857142858,1,5,0
2026-05-27,76.6,183.6,58.7,19.2,1.99,31.4,26.1,50.7,4.48,0.0,0.78,0.75,0.11,143,161.0,186.0,164.14285714285714,2,5,0
2026-05-28,78.5,189.9,58.2,18.6,2.12,31.3,27.6,40.8,3.3,5.4,0.72,0.71,0.12,150,143.0,186.0,158.0,3,5,0
2026-05-29,91.8,204.4,63.8,19.8,2.18,34.0,27.3,42.9,3.17,0.0,0.72,0.71,0.12,162,150.0,184.0,152.85714285714286,4,5,0
2026-05-30,71.8,192.4,49.5,18.5,2.03,32.4,28.3,53.6,3.12,1.4,0.63,0.61,0.12,142,162.0,155.0,149.71428571428572,5,5,0
2026-05-31,70.8,148.2,45.7,14.5,1.8,27.0,26.6,50.9,2.81,0.1,0.53,0.6,0.12,122,142.0,115.0,147.85714285714286,6,5,0
2026-06-01,92.0,220.4,58.9,18.7,2.06,33.4,28.7,49.4,3.25,12.8,0.66,0.76,0.12,160,122.0,162.0,148.85714285714286,0,6,0
2026-06-02,82.9,204.6,59.7,19.2,2.16,35.3,30.3,50.6,2.9,49.5,0.73,0.73,0.13,152,160.0,161.0,148.57142857142858,1,6,0
2026-06-03,84.3,226.3,63.8,19.6,2.26,35.9,27.8,52.5,3.2,0.0,0.73,0.75,0.13,167,152.0,143.0,147.28571428571428,2,6,0
2026-06-04,83.8,196.8,63.6,22.0,2.13,30.3,28.7,48.3,3.92,11.7,0.79,0.73,0.12,154,167.0,150.0,150.71428571428572,3,6,0
2026-06-05,92.2,217.2,61.5,20.3,2.26,34.0,28.5,55.0,1.2,0.0,0.74,0.82,0.12,168,154.0,162.0,151.28571428571428,4,6,0
